Commentaire,Séance,Module,Aspect,Polarité,Sentiment,Attitude,Valeur,Attente
"En revanche, il parait illusoire de considérer que ce cours permet de véritablement implémenter le changement, il est tout au mieux un horizon pour une esquisse d'applicabilité. Il aurait été pertinent de relier les théories avec des avancées concrètes (entreprises ayant déjà réalisées ce type d'activité, exemples de la vie courante) qui manquaient clairement dans ce MOOC. Je n'ai pas l'impression d'en ressortir plus compétent, mais j'en ressors plus ""cultivé"". Je soulignerai l'aspect très professionnel, et aussi la force de captivation des professeurs qui ont rendu le tout, malgré le critiques, intéressant.",/,reussir-le-changement,C,N,M,NE,NE,NE
Très bon cours sur la méthodologie et les théories de la conduite du changement.,/,reussir-le-changement,G,P,J,NE,NE,NE
"Bravo pour ce cours passionnant; les chapitres consacrés aux méthodes et travaux de Kurt Lewin, R Moss Kanter et John Kotter en particulier sont excellents. Mais encore bravo pour ce cours, je le recommanderai",/,reussir-le-changement,C,P,J,A,I,NE
"Mais ce cours manque un peu de vie (c'est étonnant alors qu'il préconise une approche ""expérientielle"" de l'apprentissage). Quelques idées:. quelques témoignages d'acteurs de projets ( animation, manager, RH, bénéficiaires) pour renforcer les messages avec un retour d'expérience appliqué,. un cas pratique co-corrigé par nos pairs élèves du cours pour découvrir la mise en oeuvre des étapes et des outilsL'approche agile mériterait d'être plus approfondie.",/,reussir-le-changement,C,N,M,NE,NE,NE
"Je déplore la faible qualité des quizz, parfois en inéquation avec les modules qu'il sont censés évalués.",/,reussir-le-changement,C,N,M,NE,NE,NE
"Diplômé du master Lean Management de l'IAE de Toulouse, j'ai choisi d'approfondir mes connaissances en conduite du changement avec ce cours. Enfin arrivé au terme de ce MOOC qui s'avère être très instructif, mais assez éprouvant à suivre. Bien qu’inégale, la valeur ajoutée des différents intervenants est là, et l'on apprend ce qu'il faut savoir des fondamentaux de la conduite du changement. Cependant, avec un peu d'expérience professionnel pour faire des parallèles et de recherche sur le net pour illustrer le propos, ce cours se révèle enrichissant.",/,reussir-le-changement,G,P,J,NE,U,NE
"J'ai bien aimé ,",/,reussir-le-changement,G,P,J,NE,NE,NE
"mais sa manque un peu de graphique et de schéma explicative ce qui fait que par fois en ce perd dans vos explication,s'aurai été aussi bien de fournir un support du cour PDF avec le modèle des livrables et des résumé de vos cours ainsi que de donner des reference vers d'autre source ,j'aurai aussi aimé que vous fassiez une conclusions et finalement je pense que les quiz été beaucoup trop sur l’appris que sur la compréhension",/,reussir-le-changement,C,P,M,NE,NE,NE
Le cours défriche bien le sujet en mon sens. Je vais essayer de l'approfondir avec quelques ouvrages et en m'appuyant sur un cas déjà rencontré en entreprise. L'exercice pratique me parait bien pour assimiler tout le contenu du cours.,/,reussir-le-changement,C,P,J,NE,NE,NE
J'aurais souhaité que les questionnaires soient plus fiables. Les questions posées ne correspondent pas toujours aux sujets abordés dans le cours ...,/,reussir-le-changement,C,N,M,NE,NE,NE
"mais j'ai parfois trouvé le contenu de certaines vidéos assez redondant. De plus, les QCM n'ont parfois rien à voir avec la vidéo concernée ce qui est déstabilisant et enlève de la valeur au certificat puisque il me semble avoir parfois dû répondre au hasard. Il manque aussi de références bibliographiques pour aller plus loin.",/,reussir-le-changement,C,N,M,NE,NE,NE
Les cours sont très intéressants,/,reussir-le-changement,G,P,J,NE,I,NE
Par contre les intervenants sont très inégaux et il y a de nombreuses petites coquilles dans le transcript. Je trouve que le Mooc gagnerait en construction pédagogique et ce serait très utile de mettre à disposition des documents présentés.,/,reussir-le-changement,Pr,N,M,NE,NE,NE
"Le contenu est intéressant, ce sont des bonnes bases.",/,reussir-le-changement,C,P,J,NE,I,NE
"Un cours théorique pour avoir des concepts de base, mais de qualité médiocre, indigne de l'Essec (évaluation limitée à des quizz parfois sans lien avec les vidéos, une intervenante qui anone en lisant son texte, pas de témoignage ni de cas concret...) C'est cher pour ce que c'est",/,reussir-le-changement,Pr,N,M,NE,NE,NE
"Cependant la mise en forme mériterait plus de travail pour rendre le cours plus attrayant et plus lisible, ce qui en ferait alors un MOOC de grande qualité.",/,reussir-le-changement,D,NE,NE,NE,NE,NE
"J'ai aimé le fond, cette - un peu plus que -introduction, donne des clefs pour pourvoir approfondir le sujet.",/,reussir-le-changement,C,P,J,NE,NE,NE
"Je pense qu'il manque des explications dans les corrections des QCM. Les questions parfois sont difficiles car l'information n'a pas été donnée de façon assez claire dans le module pour qu'on puisse l'avoir bien détectée et comprise, et donc répondre juste au QCM.",/,reussir-le-changement,C,N,M,NE,NE,NE
MOOC très dense avec beaucoup de théorie au départ et la proposition des outils à la fin: il serait intéressant de croiser les deux car on peut vite décrocher au début.,/,reussir-le-changement,S,NE,NE,NE,NE,NE
Peu de variété au niveau des supports proposés et des activités d'évaluation: à améliorer.,/,reussir-le-changement,C,N,M,NE,NE,NE
Le cours est bien construit,/,reussir-le-changement,S,P,J,NE,NE,NE
"mais il manque cruellement d'exemples concrets, de témoignages au travers d'articles de presse ou de vidéos, voire de cas pratiques de mise en place de tableaux de bord.",/,reussir-le-changement,C,N,M,NE,NE,NE
"Un contenu purement théorique qui donne un verni initial et un aperçu de l'évolution historique du sujet, mais qui manque cruellement de cas pratiques. Intéressant mais perfectible.",/,reussir-le-changement,C,N,M,NE,NE,NE
"Cours très complet, avec des notions up to date couvrant le spectre de la conduite du changement. Certaines notions mériteraient d'être explicitées par des exemples en annexe",/,reussir-le-changement,C,P,J,NE,NE,NE
"Les modules sont assez inégaux. Je trouve que globalement ce MOCC manque de cas concret, de mise en application (devoirs notés par les pairs), ...",/,reussir-le-changement,C,N,M,NE,NE,NE
De nombreux apports théoriques mais trop peu d'éléments pratiques et des quizz parfois un peu éloignés du contenu du cours,/,reussir-le-changement,C,N,M,NE,NE,NE
"Intéressant car on voit les aspect théorique mais un peu court, une étude de cas serait un vrai plus.",/,reussir-le-changement,G,P,J,NE,I,NE
Intéressant pour revoir certaines bases théoriques et certaines convictions mais peu complet.,/,reussir-le-changement,G,P,J,NE,I,NE
"Très utile mais plus de cas appliqués d'entreprises, de case study seraient les bienvenus :)",/,reussir-le-changement,G,P,J,NE,U,NE
manque la mise à disposition des ressources complémentaires.,/,reussir-le-changement,C,N,M,NE,NE,NE
Cours plutôt sympathique,/,reussir-le-changement,G,P,J,NE,NE,NE
Première apporhce globale très intéressante.,/,reussir-le-changement,C,P,J,NE,I,NE
Bien pour une première overview du sujet,/,reussir-le-changement,G,P,J,NE,NE,NE
Manquent des exercices ou devoirs,/,reussir-le-changement,C,N,M,NE,NE,NE
Trop académique,/,reussir-le-changement,G,NE,NE,NE,NE,NE
intéressant.,/,reussir-le-changement,G,P,J,NE,I,NE
Très intéressant,/,reussir-le-changement,G,P,J,NE,I,NE
très bon cours,/,reussir-le-changement,G,P,J,NE,NE,NE
De très bons outils et un contenu dense. Formation intéressante avec un enseignement spiralaire qui permet de réinvestir des notions d'une semaine à l'autre.,/,reussir-le-changement,C,P,J,NE,I,NE
"Exception faite du cours 13 sur la communication : outre la longueur injustifiée, le contenu aurait pu être percutant si le cours avait été davantage travaillé, ne serait-ce que dans la syntaxe et la hiérarchisation des informations. Cela soulève des questions, venant d'un spécialiste de la communication.",/,reussir-le-changement,C,NE,NE,NE,NE,NE
Ce MOOC permet d'avoir une très bonne vision générale de la gestion de la conduite du changement. C'est une très bonne entrée en matière pour démarrer la conduite du changement dans une entreprise avec une méthode et quelques outils très utiles,/,reussir-le-changement,G,P,J,NE,U,NE
mais dans l'ensemble c'est un bon cours donnant les bases et la construction d'une stratégie de changement.,/,reussir-le-changement,G,P,J,NE,NE,NE
Le ton un peu saccadé des cours est perturbant,/,reussir-le-changement,G,N,F,NE,NE,NE
"Le cours est complet et riche.Il est construit selon un modèle pédagogique très français ou peut être académique : théorie d'abord, mise en application pratique ensuite. L'entrée en matière concrète peut donc être longue pour le professionnel qui souhaite enrichir sa boite à outil de consultant.Des anecdotes rencontrées, des analogies avec la vie de tous les jours, des comparaisons seraient les bienvenues pour permettre à l'élève de se projeter, d'expérimenter ce qui est exposé. Les modules sont souvent semblables à des exposés, des récits ou listes d'informations sans illustration. A ce sujet se référer à ""Business Analysis Fundamentals"" de Haydn Thomas et disponible sur la plateforme LinkedIn Learning. L'approche choisit dans ce MOOC fournit immédiatement une boite à outil solide, pratique à quiconque décide de le suivre. Au-delà de la forme, le fond du cours Réussir le Changement est de très bonne qualité et j'ai pu identifier des pistes d'amélioration et d'apprentissage pour mes activités.Merci",/,reussir-le-changement,C,P,J,A,U,NE
"Bonne approche du changement. Les modules sont bien faits et apportent les informations de base.Bravo pour ce travailSuggestion :On sent que les intervenant sont des universitaires ou des profs dans de grandes écoles car ils abordent presque exclusivement le changement dans les grands groupes, le mooc s'adresse de façon assez théorique à des membres futurs ou actuels d'états-majors ou de directions. Il est important que les dirigeants comprennent que le changement se prépare, se pilote et s'accompagne mais ce n'est pas suffisant (c'est l'approche top-down)Pour travailler avec de nombreuses entreprises, j'ai constaté que c'est l'accompagnement par les managers sur les ""petits"" changements du quotidien qui permettent la réussite des grands changements (bottom-up).les 2 parties sur l'agilité et les ateliers participatifs sont un bon début mais à développer",/,reussir-le-changement,Pr,P,J,A,NE,NE
Réussir le Changement est un cours très intéressant et plus que jamais d'actualité si l'on considère que je l'ai suivi pendant la crise du COVID-19.,/,reussir-le-changement,G,P,J,NE,I,NE
"Quelques critiques cependant : 1- La prestation des intervenants est très inégale : Excellente et concise par Jean-Michel MOUTOT, ''professionnelle'' par David AUTISSIER (manque cependant d'esprit de synthèse et de sourires), claire mais livresque par Jean-Marie PERETTI, et à la fois sympathique et affligeante par Isabelle VANDANGEON-DERUMEZ.2- Certaines questions du QUIZ ne se reportent pas au contenu du cours. Comme client c'est une chose qui m'insupporte.À part ces deux points à corriger, je ne regrette pas d'avoir pris ce cours.",/,reussir-le-changement,Pr,N,M,NE,NE,NE
"Cours au contenu très intéressant, notamment sur les grands auteurs qui ont marqué la pensée autour de la conduite du changement. Il permet rapidement d'avoir une compréhension globale des grands courants de pensées et courant, et de visualiser les principaux outils et étapes utilisées pour piloter le changement. Le contenu est très pédagogique. Mon seul regret étant que j'aurais aimé quelques éléments plus pratiques et opérationnels (peut être un exemple plus concret de type cas pratique , ou davantage d'exemples, même rapides, des outils susmentionnés dans le cours, pour aider l'étudiant à ce projeter). Je remercie néanmoins chaudement l'équipe de l'Essec pour son travail !",/,reussir-le-changement,C,P,J,A,NE,NE
"Cours très intéressant pour apprendre les bases de la conduite du changement. Pour un manager, ce ne sera pas suffisant, des formations supplémentaires seront nécessaires. Mais pour un étudiant comme moi qui souhaite apprendre de nouvelles choses et booster sa carrière, c'est un cours appréciable et de bonne qualité.",/,reussir-le-changement,G,P,J,NE,I,NE
"Une étoile manque car j'ai trouvé certains modules répétitifs (Cela se voit sur l'ensemble des notes que j'ai pris), les questions n'ont parfois que peu à voir avec le module en cours et j'ai été un peu déçu mais les modules ""pub"" présentant la certification. Néanmoins, je recommande ce cours et je suivrai d'autres cours proposés par l'ESSEC.",/,reussir-le-changement,C,N,M,NE,NE,NE
"Un MOOC très enrichissant, le support pdf + les vidéos sont d'une grande richesse. Il faut ajouter à cela quelques recherches personnelles pour être sûr de réussir les quiz qui sont très courts et manque parfois de réponse dans la vidéo (d'où l'importance des recherches personnelles complémentaires).C'était pour moi une première étape dans l'apprentissage de la conduite du changement et en ce sens, ce MOOC a répondu à mes attentes.Les avis négatifs, je peux les comprendre quand nous souhaitons plus d'interactivité ou plus d'instantanéité. Toutefois, pour ma part, j'ai reçu un riche aperçu de la conduite du changement. Merci.",/,reussir-le-changement,C,P,J,A,NE,NE
"Cours très intéressant, merci. Le mooc pourrait être amélioré. Je trouve qu'il manque les références bibliographiques des citations et des fiches avec la description des outils (exemple image du speedboat). Des exercices avec correction par les pairs pourraient être proposé. De plus, des exercices sur la création des livrables sur un projet de changement de la personne suivant le mooc pourraient, à l'image des ateliers participatifs, encrer durablement les méthodes et compétences du changement pour celui ci. Merci encore.",/,reussir-le-changement,G,P,J,A,I,NE
"Un MOOC intéressant et bien fait, qui donne une bonne vision globale de ce qu'est le changement et comment Réussir le changement. J'ai aimé toute la partie méthodologique et la vision portée sur les acteurs historiques. Améliorations possibles sur l'aspect systémique du changement et sur certains QUIZ qui m'ont parfois semblez obscure au regard de la vidéo précédente. En tout cas bravo pour ce MOOC ""réussir le changement""",/,reussir-le-changement,C,P,J,A,I,NE
Cours très instructif pour apprendre à maîtriser les bases de la conduite du changement et se doter d'outils d'analyse pour des premières missions de conduite du changement.,/,reussir-le-changement,G,P,J,NE,U,NE
"Petit bémol purement académique: j'ai été très frustré par les ""quiz"" qui ne correspondent pas toujours aux vidéos. Il faudrait s'assurer que les réponses aux questions du quiz sont dans les vidéos, ce qui n'est pas le cas dans environ 20% des cas.",/,reussir-le-changement,C,N,M,NE,NE,NE
Merci pour ce MOOC qui donne les bases théoriques de la conduite du changement. C'est clair et bien construit.,/,reussir-le-changement,Pr,P,J,A,NE,NE
"Je regrette cependant le manque d'exercices pratiques, le manque d'interactivité qui est tant vanté dans le modèle AGILE, des quizz un peu trop faciles, parfois en décalage avec ce qui a été vu, et le manque d'un quizz final global qui permette de faire la synthèse de toutes les notions vues. Peut-être l'occa",/,reussir-le-changement,C,N,M,NE,NE,NE
"Tout simplement passionnant ! Franchement, je pense que je vais ""oser"" demander à notre service RH s'ils connaissent ce MOOC... Et je le recommanderai si nécessaire. En effet, vous donnez des ""clés"" pour réussir le changement, qui nous seraient bien utiles au quotidien. Merci, merci, merci, ça me donne vraiment envie de poursuivre notre changement et me renforce dans l'idée que rien de tel que la co-construction ;-)",/,reussir-le-changement,G,P,J,A,U,NE
