Commentaire,Séance,Module,Présentation,Contenu,Design,Général,Communication,Structure,Utilité,Intrinsèque,Accomplissement,Cout,Anxiété,Colère,Ennui,Joie,espoir,"
désespoir",Satisfaction,Gratitude,"
Déception",Mécontentement,Confusion,Polarité,Attitude,Attente,Valeur,Sentiment,Aspect
Le prof nous donne la main de gérer la séance .. et il essaye toujours de répondre aux questions,/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
C'est un module très intéressant et plus au moins bien fait en ligne,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,Pr
"Le cours est trop chargé et très long,  beaucoup de choses à savoir ",/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,C
Il y a peu de schémas ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,C
J'arrive pas a suivre le professeur je me perds tout le temps avec sa façon de faire les choses en ligne et ça me stresse,/,Esi,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,N,NE,N,NE,M,D
Contenu pas bien exposé ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
J'aime bien la présentation et la méthode adaptée pour ce cours en ligne ,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,G
J'aime vraiment ce cours il est bien structuré et dans un ordre très logique,/,Esi,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,C,M,C
la méthode de présentation est bien organisée,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
Trop de couleurs et c'est très utile j'adore,/,Esi,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"La présentation, ils passent juste des slides , et il y a pas assez d'exemple pour mieux comprendre, c'est ennuyeux",/,Esi,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,I,J,C
"Oui  j'aime bien le contenu  , car on fait juste la théorie en cours ",/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
"Ya pas beaucoup d'explication dans le cours, c'est très bien tout est résumé",/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
il y a pas des images et des exemples de programmation ,/,Esi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,G
L'enseignant nous laisse poser nos questions et ils nous encourage à le faire je l'adore,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,Pr
"La leçon est complexe et ne convient pas à un suivi en ligne. La plupart d'entre nous n'ont pas compris les leçons à distance, c'est stressant",/,Esi,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,C
Le contenue de cours est complexe. Le comprendre est difficile en ligne et demande beaucoup de temps et d'efforts.,/,Esi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,J,S
La présentation de la leçon n'est pas claire et difficile à comprendre.,/,Esi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,C,M,D
les slides sont très riches,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
"Il ya pas mal d'exemples de programmation et des exemples par des diagrammes, j'aime bien",/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
"l'ordre n'ai pas bon, ex: il y a des remarques qui doivent etre avec l'exemple dans l'ordre  logique pour expliquer et bien compris la remarque .",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,G
"La communication est bien , car le prof vérifie à chaque fois s'il y a une question dans le chat",/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
"J'arrive à comprendre plus de 60% des nouvelles notions , donc j'aime bien la méthode du prof il est si intelligent",/,Esi,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,P,A,P,C,M,Pr
"J'aime bien la présentation du cours, ça attire mon attention ",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,C,Pr
"Le contenu est assez riche je trouve, et chaque notion importante est suivie d'un exemple",/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,C
"Le cours est bien structuré, il commence par les bases et les notions simples, ensuite il aborde les points plus complexe",/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
Quelques diapositives contiennent trop de texte à mon avis j'aime pas trop,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"Bonne méthode je trouve, l'enseignant laisse les étudiants poser les questions à tout moment et fait de son mieux pour transmettre l'information, c'est un bon prof",/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,Pr
"Un inconvénient que je trouve, c'est la quantité de connaissances. Comme vous le savez, un cours en ligne dure une heure seulement, elle n'est pas du tout suffisante pour traiter tous les points programmés ce qui fait que l'enseignant va un peu trop vite parfois ",/,Esi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,U,J,C
il y'a beaucoup de coupure et le prof parfois nous n'entend pas c'est stressant quand même d'avoir une mauvaise connexion,/,Esi,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
le cours est le meilleur avec ce merveilleux prof,/,Esi,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,NE,J,CO
je n'aime pas la méthode d'analyse il faut que le prof écrit dans le word ou un éditeur pour que les étudiants se branchent avec lui parce que s' il expose le cours cela ne change rien pour nous,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,G
"Durant les séances de tds on ne peut pas traiter autant d'exercices à cause de temps limité  et même les exercices traités ne sont pas traités d'une bonne façon, c'est énervant",/,Esi,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
Il manque des exemples et des explications comment faire ça et cela ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,C
Malheureusement le cours est tout en noir j'aimerais bien encadré les définitions importantes  et les propriétés et montrer les étapes des solution en utilisant les couleurs ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,S
J'ai aimé bien la méthode de dialogue entre le prof et les étudiants et surtout entre les  étudiants car leurs idées sont proches et on peut comprendre mieux d'un camarade que le prof parfois ,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Un module très intéressant avec la meilleure prof que j'aime trop,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,CO
un contenu riche et varié et très utile pour la programmation,/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
Le cours est bien structuré avec des exemples et illustrations,/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
"Le design est plutôt correct, équilibré en termes de textes et d'illustrations",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
Les connaissances  acquises sont très bénéfiques et j'ai aimé bien la méthode en ligne,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
"le prof utilise des espaces de travail scientifiques qui facilitent la  tâche, de même il nous donne des exemples et nous envoie les solutions en temps ce qui nous aide vraiment, c'est un bon prof qui maîtrise son travail
donc j'aime la façon de présentation du cours",/,Esi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,C,M,G
Le contenu du cours est intéressant et le tout a un degré acceptable d'importance,/,Esi,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,G
Le programme est enchainé d'une manière logique et j'aime l'organisation,/,Esi,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
La présentation est simple et bonne,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"J'aime que notre professeur nous donne des exemples qu'on traite ensemble et je préfère de rien changer, c'est la meilleure méthode avec le bon prof, je l'admire beaucoup ",/,Esi,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,G
Le cours d'analyse nous donne une vision plus logique sur le monde et on a appris beaucoup,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
La présentation du cours est parfaite.,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,C
La présentation du cours est concise et compréhensible.,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,S
Le cours contient beaucoup de slides c'est trop,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,E,D
Il y'a des points que je n'arrive pas à comprendre et assimiler en ligne,/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,J,Pr
j'arrive bien à suivre le cours en ligne je n'ai pas de problème ,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,NE,J,C
pour le moment la structure est bien organisée ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,G
Il y a une bonne communication et une magnifique interaction entre nous tous c'est vraiment motivant,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,NE,J,G
Un cours en ligne assez intéressant et applicable ,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,U,J,D
le prof a bien expliqué les choses même si en ligne j'ai aimé sa façon de parler et exposer son cours,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,I,J,CO
Contenu pas riche en exemple,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
j'aime vraiment ce cours il est bien structuré ,/,Esi,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
" Le cours contient que du texte, c'est trop ennuyeux",/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
Trés bonne explication et présentation pour ce cours,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le contenu est riche en informations,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
On comprend très bien ce cours en ligne,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Les cours et les tds sont bien faits et bien organisés, on arrive a suivre facilement.",/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,I,J,CO
"Le cours contient juste les informations utiles, de plus, il porte des animations, ce qui nous aide pour rester concentrés",/,Esi,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,I,J,CO
"On peut poser des questions à tout moment, et la communication passe très bien j'aime .",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Les résumés de chaque semaine, sont les points clés de compréhension. La stratégie RSE ne m'a pas pas semblé être au coeur du sujet contrairement au reporting extra-financier.Dans tous les cas, merci de nous avoir présenter ce sujet.",/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Les interview sont intéressantes mais manquent de structure.,/,reporting-extra,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NE,NE,NE,I,J,CO
Contenu pertinent mais la forme ne permet pas la meilleure appropriation du sujet à mon sens. ,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NE,NE,NE,I,J,CO
Il faudrait le réactualiser ,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NE,NE,NE,I,J,CO
"Les témoignages de ce cours sont un vrai plus car cela rend les thématiques très concrètes, et les intervenants sont de haut niveau, ce qui favorise la mise en perspective et la réflexion. ",/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Mais les témoignages pourraient arriver après certains éléments de cours, pour venir illustrer plutôt qu'introduire ces éléments",/,reporting-extra,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Par ailleurs, j'aurais souhaité avoir plus de temps chaque semaine pour rendre les quiz et rapports facultatifs. Par exemple, inciter les étudiants à rendre un des devoirs facultatifs pour obtenir le certificat Coursera, mais en revanche ne pas laisser qu'une semaine pour le faire : deux ou trois seraient nécessaires. Et pour les quiz : indiquer par ex. qu'il faut effectuer le quiz de la semaine 1 pour accéder aux cours de la semaine 2, mais laisser aux élèves une semaine de plus pour effectuer le quiz si nécessaire. En clair, permettre à ceux qui le souhaitent d'effectuer ce MOOC en 4 semaines et à d'autres de l'effectuer en 8 ou 12 semaines par exemple, tout en bénéficiant des apports du forum et de la notation des travaux par les pairs.",/,reporting-extra,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NE,NE,NE,I,J,CO
"Contenu très intéressant, format idéal (interviews de professionnels récurrents, et plusieurs points de vue sur le sujet, les ressources supplémentaires très utiles).",/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Seul bémol sur le format, les temps de lectures suggérés pour les ressources supplémentaires sont tous de 10 minutes. Hors, ni la transcription d'une vidéo de 5 minutes et un rapport de 70 pages ne se lisent pas en 10 minutes.",/,reporting-extra,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
 Mr Sibieude est très convaincant et des vidéos pas monotones. Je pense m'inscrire aux Mooc sur l'investissement durable.,/,reporting-extra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NE,A,NE,I,J,CO
Très interessant pour acquérir les éléments de langage donc mérite 4 étoiles,/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"mais ""daté"". Nécessiterait une revue  en profondeur Ce dont je me suis rendu compte au fur et à mesure des sessions, au fil de ma montée en compétence comme il est dit dans la semaine 4, le domaine est en perpétuelle évolution. Certaines références du cours sont ""obsolètes: Matrice de matérialité d'ENGIE revue, Guide reporting du Medef revue en 2017 (version 2012 dans le cours)",/,reporting-extra,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NE,NE,NE,I,J,CO
J'ai bien aimé ce cours qui m'a semblé assez complet pour une première approche du reporting extra financier lorsqu'on n'y connait pas grand-chose à la base. Les différents types d'intervenants se complètent.Les quiz mériteraient d'être un peu plus compliqués.,/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Les cours sont dynamiques.,/,reporting-extra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NE,NE,NE,I,J,CO
Les interventions sont riches et claires,/,reporting-extra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours très intéressant. Une bonne initiation à la RSE.,/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Petit bémol qui est exogène au cours : l'évolution de la législation. L'encadrement de la démarche RSE exposée dans ce cours n'est plus réellement d'actualité.,/,reporting-extra,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"Ce cours a été très instructif, j'ai beaucoup appris de cours. Je ne connaissais pas qu'on pouvait faire un reporting extra-financier c'est pour cela que j'ai opter pour ce mooc et je vous remercie de l'avoir mis en ligne.",/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellente base pour consolider ses acquis. ,/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Dommage par contre qu'il n'y ait pas d'exemples ""innovants"" d'entreprises ayant fait le choix de développer une stratégie RSE complète, sans y être obligé. Merci",/,reporting-extra,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,I,J,CO
Le cours permet de renforcer ses connaissances et d'échanger avec d'autres acteurs du milieu. Il est également une source d'informations sur les pratiques des différentes entreprises qui interviennent ,/,reporting-extra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NE,NE,NE,I,J,CO
Présentation très intéressante partant d'expériences concrètes avant de développer une partie théorique.,/,reporting-extra,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NE,NE,NE,I,J,CO
Il faudrait peut-être plus développé le contenu et la structure des référentiels.,/,reporting-extra,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Intéressant avec des intervenants de grande qualité !,/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Il manque peut-être quelques précisions sur des notions parfois abstraites pour les novices.,/,reporting-extra,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,N,NE,NE,I,J,CO
Du bon contenu mais quelque peu daté par moments. Il faudrait faire état des développements les plus récents en matière de pratiques RSE.,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Bonne revue de tous les aspects du reporting extra-financier. Les témoignages d'entreprises sont un vrai plus.,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Bon apport théorique et pratique,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours vraiment intéressant,/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Je suis très satisfaite de ce MOOC, qui est mon premier.Grâce à lui, j'ai pu réaliser l'analyse des matérialités de mon entreprise !",/,reporting-extra,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours absolument passionnant et génial! Merci Thierry pour votre pédagogie et votre enthousiasme!,/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Cours complet. Les exercices optionnels permettent bien de se l'approprier. ,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
La plateforme est très pratique et conviviale.,/,reporting-extra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Je conseille vivement ce MOOC dont le sujet est à la fois impactant et hautement stratégique pour les entreprises dans un avenir proche,/,reporting-extra,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le suivi par un professeur de l'ESSEC est très performant.,/,reporting-extra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Excellent cours qui apporte des compétences en matière de REF et qui permet également de prendre de la hauteur sur les enjeux de la stratégie RSE.,/,reporting-extra,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"C'est un MOOC extraordinaire , je suis encore au Module 1 et je suis impressionnée par la qualité du MOOC sur la stratégie RSE.",/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
J'ai beaucoup aimé et apprécié tous les témoignages sur les stratégies du Développement durable dans les différentes sociétés...,/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bien pour introduire le Concept RSE.,/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Il serait bien de le mettre à jour avec les nouvelles lois comme le devoir de vigilance ou la loi Sapin 2. Un focus sur la surveillance de risque RSE sur la supply chain serait le bienvenu,/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Les témoignages des experts et professionnels sont réellement le plus de ce MOOC. Les synthèses sont claires et donnent matière à réfléchir. J'ai pris beaucoup de plaisir et retenu beaucoup d'informations très facilement. ,/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,I,J,CO
Je vous remercie pour ce cours que je trouve très intéressant. En tant que futur Contrôleur de Gestion il est très important pour moi de comprendre que le Management de la performance n'est pas uniquement financier. ,/,reporting-extra,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"excellent mooc, très bien conçu, didactique, clair et riche d'enseignement  ! ",/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
bravo pour la qualité des intervenantsune entrée en matière très satisfaisante qui m'a donné envie d'approfondir dans ce domaine,/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Cours extrêmement bien fait, clair, concis, précis, et permettant de comprendre aisément les enjeux principaux du sujet. ",/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Par ailleurs, les intervenants sont bien choisis et très intéressant à écouter.",/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Beaucoup de témoignages de professionnels et un cour très structuré.,/,reporting-extra,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bonne introduction à la RSE via le reporting extra-financier.  Je recommande cette formation sans hésitation !,/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Excellente formation, très bon interlocuteurs. Professionnel de la RSE j'en tire quelques pistes d'améliorations pour les futurs reporting auxquels je contribue.",/,reporting-extra,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Cours très complet, avec du recul, des retours d'expériences, des outils concrets mais aussi en mettant en relief la complexité du travail du reporting RSE. ",/,reporting-extra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très satisfaite de ce MOOC bien ficelé, assez dense mais clair. Ravie aussi d'y retrouver un ancien professeur en la personne de Thierry Sibieude ;-) ",/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Excellent cours d'introduction au reporting RSE en France, des partages d'expériences riches d'enseignement et une approche pédagogique concluante !",/,reporting-extra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très bonne introduction à la RSE, sa mise en œuvre, son levier de croissance pour l’entreprise ; Illustrée par de nombreuses interviews ",/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Pendant ce confinement Covid 19, j'ai pu, grâce à ce cours, me former et me perfectionner sur la RSE. Je vous le recommande.",/,reporting-extra,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Super MOOC, très précis et concret. De nombreux exemples pour mieux comprendre viennent illustrer le cours. Je recommande !",/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Ce Mooc Reporting extra-financier et stratégie RSE conçu par l'ESSEC offre une parfaite compréhension du sujet.  ,/,reporting-extra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours intéressant avec un prof dynamique, témoignages pertinents et variés, je recommande ce cours. ",/,reporting-extra,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
très instructif et cours très complets. les interviews sont enrichissants et intéressants.,/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Un courts extrêmement riche et intéressant, parfaitement d'actualité !",/,reporting-extra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent cours ! je le recommande à tout le monde ! Merci Cousera !,/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Un cours absolument passionnant et de très grande qualité !,/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Top, Vos MOOCS sont vraiment très intéressants et innovants",/,reporting-extra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
j'ai un tout petit probleme ou puis je vous contacter ?,/,reporting-extra,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
